Date,Metric,App,Category,Platform,Value
3/5/14,Revenue,Zuber,Services,iOS,3880
5/15/14,Revenue,Zuber,Services,Android,3880
8/4/13,Revenue,Zuber,Services,iOS,3890
9/28/13,Revenue,Zuber,Services,iOS,3890
9/29/13,Revenue,Zuber,Services,iOS,3890
9/29/13,Revenue,Zuber,Services,Android,3890
10/6/13,Revenue,Zuber,Services,Android,3890
10/19/13,Revenue,Zuber,Services,Android,3890
10/24/13,Revenue,Zuber,Services,iOS,3890
11/28/13,Revenue,Zuber,Services,Android,3890
12/6/13,Revenue,Zuber,Services,Android,3890
12/16/13,Revenue,Zuber,Services,iOS,3890
1/16/14,Revenue,Zuber,Services,iOS,3890
1/16/14,Revenue,Zuber,Services,Android,3890
1/17/14,Revenue,Zuber,Services,iOS,3890
1/21/14,Revenue,Zuber,Services,iOS,3890
1/26/14,Revenue,Zuber,Services,iOS,3890
1/26/14,Revenue,Zuber,Services,Android,3890
2/11/14,Revenue,Zuber,Services,Android,3890
2/25/14,Revenue,Zuber,Services,Android,3890
2/27/14,Revenue,Zuber,Services,Android,3890
8/9/13,Revenue,Zuber,Services,iOS,3900
8/11/13,Revenue,Zuber,Services,iOS,3900
8/11/13,Revenue,Zuber,Services,Android,3900
8/31/13,Revenue,Zuber,Services,Android,3900
10/10/13,Revenue,Zuber,Services,Android,3900
10/12/13,Revenue,Zuber,Services,Android,3900
10/16/13,Revenue,Zuber,Services,iOS,3900
10/21/13,Revenue,Zuber,Services,iOS,3900
10/30/13,Revenue,Zuber,Services,Android,3900
12/12/13,Revenue,Zuber,Services,Android,3900
1/8/14,Revenue,Zuber,Services,iOS,3900
1/11/14,Revenue,Zuber,Services,iOS,3900
1/18/14,Revenue,Zuber,Services,iOS,3900
1/28/14,Revenue,Zuber,Services,iOS,3900
1/29/14,Revenue,Zuber,Services,Android,3900
2/2/14,Revenue,Zuber,Services,Android,3900
2/15/14,Revenue,Zuber,Services,iOS,3900
2/16/14,Revenue,Zuber,Services,iOS,3900
3/2/14,Revenue,Zuber,Services,iOS,3900
3/2/14,Revenue,Zuber,Services,Android,3900
3/12/14,Revenue,Zuber,Services,iOS,3900
3/23/14,Revenue,Zuber,Services,Android,3900
3/31/14,Revenue,Zuber,Services,iOS,3900
8/3/13,Revenue,Zuber,Services,iOS,3910
10/2/13,Revenue,Zuber,Services,Android,3910
10/18/13,Revenue,Zuber,Services,iOS,3910
10/25/13,Revenue,Zuber,Services,iOS,3910
10/27/13,Revenue,Zuber,Services,iOS,3910
11/6/13,Revenue,Zuber,Services,iOS,3910
11/7/13,Revenue,Zuber,Services,iOS,3910
12/7/13,Revenue,Zuber,Services,Android,3910
12/15/13,Revenue,Zuber,Services,iOS,3910
12/19/13,Revenue,Zuber,Services,Android,3910
1/7/14,Revenue,Zuber,Services,iOS,3910
1/10/14,Revenue,Zuber,Services,iOS,3910
1/22/14,Revenue,Zuber,Services,iOS,3910
1/23/14,Revenue,Zuber,Services,iOS,3910
1/25/14,Revenue,Zuber,Services,iOS,3910
3/6/14,Revenue,Zuber,Services,iOS,3910
3/10/14,Revenue,Zuber,Services,iOS,3910
3/28/14,Revenue,Zuber,Services,Android,3910
4/4/14,Revenue,Zuber,Services,iOS,3910
4/29/14,Revenue,Zuber,Services,Android,3910
5/8/14,Revenue,Zuber,Services,Android,3910
8/2/13,Revenue,Zuber,Services,iOS,3920
8/2/13,Revenue,Zuber,Services,Android,3920
8/10/13,Revenue,Zuber,Services,Android,3920
8/15/13,Revenue,Zuber,Services,iOS,3920
9/27/13,Revenue,Zuber,Services,iOS,3920
9/30/13,Revenue,Zuber,Services,Android,3920
10/22/13,Revenue,Zuber,Services,iOS,3920
11/2/13,Revenue,Zuber,Services,Android,3920
11/5/13,Revenue,Zuber,Services,iOS,3920
11/19/13,Revenue,Zuber,Services,Android,3920
1/3/14,Revenue,Zuber,Services,Android,3920
1/12/14,Revenue,Zuber,Services,iOS,3920
1/14/14,Revenue,Zuber,Services,iOS,3920
1/15/14,Revenue,Zuber,Services,iOS,3920
1/24/14,Revenue,Zuber,Services,iOS,3920
1/24/14,Revenue,Zuber,Services,Android,3920
2/12/14,Revenue,Zuber,Services,iOS,3920
2/14/14,Revenue,Zuber,Services,iOS,3920
2/26/14,Revenue,Zuber,Services,Android,3920
3/4/14,Revenue,Zuber,Services,iOS,3920
3/7/14,Revenue,Zuber,Services,iOS,3920
3/9/14,Revenue,Zuber,Services,iOS,3920
3/30/14,Revenue,Zuber,Services,iOS,3920
4/1/14,Revenue,Zuber,Services,iOS,3920
4/5/14,Revenue,Zuber,Services,iOS,3920
4/23/14,Revenue,Zuber,Services,Android,3920
8/1/13,Revenue,Zuber,Services,iOS,3930
9/28/13,Revenue,Zuber,Services,Android,3930
10/19/13,Revenue,Zuber,Services,iOS,3930
10/20/13,Revenue,Zuber,Services,iOS,3930
10/23/13,Revenue,Zuber,Services,iOS,3930
11/11/13,Revenue,Zuber,Services,Android,3930
3/15/14,Revenue,Zuber,Services,iOS,3930
3/17/14,Revenue,Zuber,Services,iOS,3930
8/14/13,Revenue,Zuber,Services,iOS,3940
10/13/13,Revenue,Zuber,Services,Android,3940
1/4/14,Revenue,Zuber,Services,Android,3940
1/9/14,Revenue,Zuber,Services,iOS,3940
1/29/14,Revenue,Zuber,Services,iOS,3940
2/16/14,Revenue,Zuber,Services,Android,3940
3/3/14,Revenue,Zuber,Services,iOS,3940
3/8/14,Revenue,Zuber,Services,iOS,3940
3/13/14,Revenue,Zuber,Services,iOS,3940
4/3/14,Revenue,Zuber,Services,iOS,3940
5/11/14,Revenue,Zuber,Services,Android,3940
5/22/14,Revenue,Zuber,Services,Android,3940
8/12/13,Revenue,Zuber,Services,iOS,3950
9/15/13,Revenue,Zuber,Services,Android,3950
10/4/13,Revenue,Zuber,Services,Android,3950
10/15/13,Revenue,Zuber,Services,Android,3950
10/25/13,Revenue,Zuber,Services,Android,3950
11/4/13,Revenue,Zuber,Services,Android,3950
11/7/13,Revenue,Zuber,Services,Android,3950
11/9/13,Revenue,Zuber,Services,iOS,3950
11/27/13,Revenue,Zuber,Services,Android,3950
1/13/14,Revenue,Zuber,Services,iOS,3950
1/25/14,Revenue,Zuber,Services,Android,3950
2/4/14,Revenue,Zuber,Services,iOS,3950
2/6/14,Revenue,Zuber,Services,iOS,3950
2/24/14,Revenue,Zuber,Services,Android,3950
4/6/14,Revenue,Zuber,Services,iOS,3950
4/6/14,Revenue,Zuber,Services,Android,3950
5/12/14,Revenue,Zuber,Services,Android,3950
8/5/13,Revenue,Zuber,Services,Android,3960
9/4/13,Revenue,Zuber,Services,Android,3960
10/7/13,Revenue,Zuber,Services,Android,3960
11/8/13,Revenue,Zuber,Services,iOS,3960
11/24/13,Revenue,Zuber,Services,Android,3960
12/5/13,Revenue,Zuber,Services,Android,3960
12/14/13,Revenue,Zuber,Services,iOS,3960
12/20/13,Revenue,Zuber,Services,Android,3960
1/30/14,Revenue,Zuber,Services,iOS,3960
2/3/14,Revenue,Zuber,Services,iOS,3960
2/9/14,Revenue,Zuber,Services,Android,3960
2/13/14,Revenue,Zuber,Services,iOS,3960
2/23/14,Revenue,Zuber,Services,Android,3960
3/14/14,Revenue,Zuber,Services,iOS,3960
3/19/14,Revenue,Zuber,Services,iOS,3960
4/5/14,Revenue,Zuber,Services,Android,3960
11/13/13,Revenue,Zuber,Services,iOS,3970
11/15/13,Revenue,Zuber,Services,iOS,3970
11/16/13,Revenue,Zuber,Services,Android,3970
12/13/13,Revenue,Zuber,Services,iOS,3970
1/8/14,Revenue,Zuber,Services,Android,3970
2/5/14,Revenue,Zuber,Services,iOS,3970
2/7/14,Revenue,Zuber,Services,iOS,3970
2/7/14,Revenue,Zuber,Services,Android,3970
2/10/14,Revenue,Zuber,Services,iOS,3970
2/11/14,Revenue,Zuber,Services,iOS,3970
2/19/14,Revenue,Zuber,Services,Android,3970
3/16/14,Revenue,Zuber,Services,iOS,3970
3/18/14,Revenue,Zuber,Services,iOS,3970
3/18/14,Revenue,Zuber,Services,Android,3970
3/29/14,Revenue,Zuber,Services,iOS,3970
4/2/14,Revenue,Zuber,Services,iOS,3970
4/17/14,Revenue,Zuber,Services,Android,3970
5/24/14,Revenue,Zuber,Services,Android,3970
8/13/13,Revenue,Zuber,Services,iOS,3980
9/19/13,Revenue,Zuber,Services,Android,3980
12/12/13,Revenue,Zuber,Services,iOS,3980
2/1/14,Revenue,Zuber,Services,iOS,3980
2/1/14,Revenue,Zuber,Services,Android,3980
2/2/14,Revenue,Zuber,Services,iOS,3980
3/21/14,Revenue,Zuber,Services,iOS,3980
3/23/14,Revenue,Zuber,Services,iOS,3980
3/24/14,Revenue,Zuber,Services,iOS,3980
3/25/14,Revenue,Zuber,Services,iOS,3980
5/4/14,Revenue,Zuber,Services,iOS,3980
5/11/14,Revenue,Zuber,Services,iOS,3980
9/16/13,Revenue,Zuber,Services,Android,3990
10/5/13,Revenue,Zuber,Services,Android,3990
11/10/13,Revenue,Zuber,Services,iOS,3990
11/12/13,Revenue,Zuber,Services,iOS,3990
3/20/14,Revenue,Zuber,Services,iOS,3990
3/22/14,Revenue,Zuber,Services,iOS,3990
3/27/14,Revenue,Zuber,Services,iOS,3990
3/28/14,Revenue,Zuber,Services,iOS,3990
4/7/14,Revenue,Zuber,Services,iOS,3990
4/7/14,Revenue,Zuber,Services,Android,3990
4/11/14,Revenue,Zuber,Services,iOS,3990
4/11/14,Revenue,Zuber,Services,Android,3990
4/26/14,Revenue,Zuber,Services,Android,3990
5/2/14,Revenue,Zuber,Services,Android,3990
5/5/14,Revenue,Zuber,Services,iOS,3990
5/23/14,Revenue,Zuber,Services,Android,3990
8/17/13,Revenue,Zuber,Services,Android,4000
10/22/13,Revenue,Zuber,Services,Android,4000
11/17/13,Revenue,Zuber,Services,iOS,4000
12/29/13,Revenue,Zuber,Services,Android,4000
1/30/14,Revenue,Zuber,Services,Android,4000
1/31/14,Revenue,Zuber,Services,iOS,4000
2/9/14,Revenue,Zuber,Services,iOS,4000
2/12/14,Revenue,Zuber,Services,Android,4000
3/9/14,Revenue,Zuber,Services,Android,4000
4/28/14,Revenue,Zuber,Services,iOS,4000
5/3/14,Revenue,Zuber,Services,iOS,4000
5/9/14,Revenue,Zuber,Services,iOS,4000
5/14/14,Revenue,Zuber,Services,iOS,4000
9/17/13,Revenue,Zuber,Services,Android,4010
11/11/13,Revenue,Zuber,Services,iOS,4010
11/13/13,Revenue,Zuber,Services,Android,4010
11/14/13,Revenue,Zuber,Services,iOS,4010
11/16/13,Revenue,Zuber,Services,iOS,4010
12/4/13,Revenue,Zuber,Services,iOS,4010
12/11/13,Revenue,Zuber,Services,iOS,4010
10/3/13,Revenue,Zuber,Services,Android,4020
10/26/13,Revenue,Zuber,Services,Android,4020
11/25/13,Revenue,Zuber,Services,Android,4020
12/10/13,Revenue,Zuber,Services,iOS,4020
12/23/13,Revenue,Zuber,Services,Android,4020
2/8/14,Revenue,Zuber,Services,iOS,4020
3/3/14,Revenue,Zuber,Services,Android,4020
3/12/14,Revenue,Zuber,Services,Android,4020
4/12/14,Revenue,Zuber,Services,iOS,4020
4/17/14,Revenue,Zuber,Services,iOS,4020
5/6/14,Revenue,Zuber,Services,iOS,4020
5/7/14,Revenue,Zuber,Services,Android,4020
5/19/14,Revenue,Zuber,Services,iOS,4020
11/8/13,Revenue,Zuber,Services,Android,4030
1/7/14,Revenue,Zuber,Services,Android,4030
3/10/14,Revenue,Zuber,Services,Android,4030
3/20/14,Revenue,Zuber,Services,Android,4030
3/26/14,Revenue,Zuber,Services,iOS,4030
4/8/14,Revenue,Zuber,Services,iOS,4030
4/10/14,Revenue,Zuber,Services,iOS,4030
4/14/14,Revenue,Zuber,Services,iOS,4030
4/20/14,Revenue,Zuber,Services,iOS,4030
4/20/14,Revenue,Zuber,Services,Android,4030
4/21/14,Revenue,Zuber,Services,iOS,4030
4/26/14,Revenue,Zuber,Services,iOS,4030
4/29/14,Revenue,Zuber,Services,iOS,4030
5/5/14,Revenue,Zuber,Services,Android,4030
5/8/14,Revenue,Zuber,Services,iOS,4030
5/10/14,Revenue,Zuber,Services,iOS,4030
5/12/14,Revenue,Zuber,Services,iOS,4030
5/13/14,Revenue,Zuber,Services,iOS,4030
5/17/14,Revenue,Zuber,Services,iOS,4030
5/17/14,Revenue,Zuber,Services,Android,4030
5/20/14,Revenue,Zuber,Services,iOS,4030
8/1/13,Revenue,Zuber,Services,Android,4040
8/8/13,Revenue,Zuber,Services,Android,4040
11/18/13,Revenue,Zuber,Services,iOS,4040
11/18/13,Revenue,Zuber,Services,Android,4040
12/5/13,Revenue,Zuber,Services,iOS,4040
3/5/14,Revenue,Zuber,Services,Android,4040
4/1/14,Revenue,Zuber,Services,Android,4040
4/16/14,Revenue,Zuber,Services,iOS,4040
4/18/14,Revenue,Zuber,Services,iOS,4040
4/24/14,Revenue,Zuber,Services,iOS,4040
5/2/14,Revenue,Zuber,Services,iOS,4040
5/9/14,Revenue,Zuber,Services,Android,4040
5/15/14,Revenue,Zuber,Services,iOS,4040
5/28/14,Revenue,Zuber,Services,Android,4040
12/2/13,Revenue,Zuber,Services,Android,4050
12/6/13,Revenue,Zuber,Services,iOS,4050
1/5/14,Revenue,Zuber,Services,Android,4050
4/2/14,Revenue,Zuber,Services,Android,4050
4/19/14,Revenue,Zuber,Services,iOS,4050
4/27/14,Revenue,Zuber,Services,iOS,4050
5/1/14,Revenue,Zuber,Services,iOS,4050
11/20/13,Revenue,Zuber,Services,iOS,4060
12/3/13,Revenue,Zuber,Services,iOS,4060
1/6/14,Revenue,Zuber,Services,Android,4060
1/23/14,Revenue,Zuber,Services,Android,4060
3/8/14,Revenue,Zuber,Services,Android,4060
3/11/14,Revenue,Zuber,Services,Android,4060
3/21/14,Revenue,Zuber,Services,Android,4060
4/9/14,Revenue,Zuber,Services,iOS,4060
4/9/14,Revenue,Zuber,Services,Android,4060
4/22/14,Revenue,Zuber,Services,iOS,4060
4/22/14,Revenue,Zuber,Services,Android,4060
4/25/14,Revenue,Zuber,Services,iOS,4060
5/4/14,Revenue,Zuber,Services,Android,4060
5/7/14,Revenue,Zuber,Services,iOS,4060
5/18/14,Revenue,Zuber,Services,iOS,4060
5/21/14,Revenue,Zuber,Services,iOS,4060
6/7/14,Revenue,Zuber,Services,Android,4060
8/12/13,Revenue,Zuber,Services,Android,4070
8/16/13,Revenue,Zuber,Services,Android,4070
10/14/13,Revenue,Zuber,Services,Android,4070
12/7/13,Revenue,Zuber,Services,iOS,4070
12/9/13,Revenue,Zuber,Services,iOS,4070
1/10/14,Revenue,Zuber,Services,Android,4070
2/6/14,Revenue,Zuber,Services,Android,4070
4/13/14,Revenue,Zuber,Services,iOS,4070
4/15/14,Revenue,Zuber,Services,iOS,4070
4/30/14,Revenue,Zuber,Services,iOS,4070
5/13/14,Revenue,Zuber,Services,Android,4070
6/2/14,Revenue,Zuber,Services,Android,4070
11/5/13,Revenue,Zuber,Services,Android,4080
11/17/13,Revenue,Zuber,Services,Android,4080
11/19/13,Revenue,Zuber,Services,iOS,4080
11/27/13,Revenue,Zuber,Services,iOS,4080
12/1/13,Revenue,Zuber,Services,iOS,4080
12/16/13,Revenue,Zuber,Services,Android,4080
1/12/14,Revenue,Zuber,Services,Android,4080
1/14/14,Revenue,Zuber,Services,Android,4080
1/31/14,Revenue,Zuber,Services,Android,4080
3/30/14,Revenue,Zuber,Services,Android,4080
4/16/14,Revenue,Zuber,Services,Android,4080
5/16/14,Revenue,Zuber,Services,iOS,4080
11/15/13,Revenue,Zuber,Services,Android,4090
11/23/13,Revenue,Zuber,Services,iOS,4090
11/26/13,Revenue,Zuber,Services,iOS,4090
11/28/13,Revenue,Zuber,Services,iOS,4090
11/30/13,Revenue,Zuber,Services,iOS,4090
12/2/13,Revenue,Zuber,Services,iOS,4090
1/11/14,Revenue,Zuber,Services,Android,4090
2/10/14,Revenue,Zuber,Services,Android,4090
3/16/14,Revenue,Zuber,Services,Android,4090
4/23/14,Revenue,Zuber,Services,iOS,4090
10/21/13,Revenue,Zuber,Services,Android,4100
10/27/13,Revenue,Zuber,Services,Android,4100
11/21/13,Revenue,Zuber,Services,iOS,4100
11/25/13,Revenue,Zuber,Services,iOS,4100
3/24/14,Revenue,Zuber,Services,Android,4100
4/25/14,Revenue,Zuber,Services,Android,4100
11/10/13,Revenue,Zuber,Services,Android,4110
4/4/14,Revenue,Zuber,Services,Android,4110
5/22/14,Revenue,Zuber,Services,iOS,4110
5/23/14,Revenue,Zuber,Services,iOS,4110
6/17/14,Revenue,Zuber,Services,Android,4110
11/22/13,Revenue,Zuber,Services,iOS,4120
11/24/13,Revenue,Zuber,Services,iOS,4120
12/8/13,Revenue,Zuber,Services,iOS,4120
12/8/13,Revenue,Zuber,Services,Android,4120
3/15/14,Revenue,Zuber,Services,Android,4120
11/23/13,Revenue,Zuber,Services,Android,4130
11/29/13,Revenue,Zuber,Services,iOS,4130
3/17/14,Revenue,Zuber,Services,Android,4130
4/27/14,Revenue,Zuber,Services,Android,4130
5/24/14,Revenue,Zuber,Services,iOS,4130
6/10/14,Revenue,Zuber,Services,Android,4130
5/6/14,Revenue,Zuber,Services,Android,4140
5/19/14,Revenue,Zuber,Services,Android,4140
5/25/14,Revenue,Zuber,Services,iOS,4140
6/6/14,Revenue,Zuber,Services,Android,4140
11/12/13,Revenue,Zuber,Services,Android,4150
12/9/13,Revenue,Zuber,Services,Android,4150
12/14/13,Revenue,Zuber,Services,Android,4150
4/14/14,Revenue,Zuber,Services,Android,4150
12/1/13,Revenue,Zuber,Services,Android,4160
3/19/14,Revenue,Zuber,Services,Android,4160
4/18/14,Revenue,Zuber,Services,Android,4160
5/26/14,Revenue,Zuber,Services,iOS,4160
6/9/14,Revenue,Zuber,Services,Android,4160
12/11/13,Revenue,Zuber,Services,Android,4170
5/27/14,Revenue,Zuber,Services,Android,4170
11/21/13,Revenue,Zuber,Services,Android,4180
12/10/13,Revenue,Zuber,Services,Android,4180
5/18/14,Revenue,Zuber,Services,Android,4180
6/22/14,Revenue,Zuber,Services,Android,4180
4/30/14,Revenue,Zuber,Services,Android,4190
5/20/14,Revenue,Zuber,Services,Android,4190
6/14/14,Revenue,Zuber,Services,Android,4190
6/28/14,Revenue,Zuber,Services,Android,4190
5/14/14,Revenue,Zuber,Services,Android,4200
6/12/14,Revenue,Zuber,Services,iOS,4200
6/13/14,Revenue,Zuber,Services,iOS,4200
12/4/13,Revenue,Zuber,Services,Android,4210
5/27/14,Revenue,Zuber,Services,iOS,4210
6/10/14,Revenue,Zuber,Services,iOS,4210
7/1/14,Revenue,Zuber,Services,Android,4210
11/29/13,Revenue,Zuber,Services,Android,4220
12/3/13,Revenue,Zuber,Services,Android,4220
6/11/14,Revenue,Zuber,Services,iOS,4220
6/11/14,Revenue,Zuber,Services,Android,4220
6/24/14,Revenue,Zuber,Services,Android,4220
7/15/14,Revenue,Zuber,Services,Android,4220
4/8/14,Revenue,Zuber,Services,Android,4230
4/21/14,Revenue,Zuber,Services,Android,4230
5/10/14,Revenue,Zuber,Services,Android,4230
5/30/14,Revenue,Zuber,Services,Android,4230
6/8/14,Revenue,Zuber,Services,iOS,4230
6/14/14,Revenue,Zuber,Services,iOS,4230
6/9/14,Revenue,Zuber,Services,iOS,4240
6/29/14,Revenue,Zuber,Services,Android,4240
8/9/14,Revenue,Zuber,Services,Android,4240
8/17/14,Revenue,Zuber,Services,Android,4240
11/22/13,Revenue,Zuber,Services,Android,4250
11/30/13,Revenue,Zuber,Services,Android,4250
5/1/14,Revenue,Zuber,Services,Android,4250
8/2/14,Revenue,Zuber,Services,Android,4250
11/20/13,Revenue,Zuber,Services,Android,4260
5/21/14,Revenue,Zuber,Services,Android,4260
5/28/14,Revenue,Zuber,Services,iOS,4260
7/5/14,Revenue,Zuber,Services,Android,4260
4/13/14,Revenue,Zuber,Services,Android,4270
4/15/14,Revenue,Zuber,Services,Android,4270
5/29/14,Revenue,Zuber,Services,iOS,4270
6/3/14,Revenue,Zuber,Services,iOS,4270
6/3/14,Revenue,Zuber,Services,Android,4270
6/8/14,Revenue,Zuber,Services,Android,4270
9/5/14,Revenue,Zuber,Services,Android,4270
6/4/14,Revenue,Zuber,Services,iOS,4280
6/7/14,Revenue,Zuber,Services,iOS,4280
6/12/14,Revenue,Zuber,Services,Android,4280
6/15/14,Revenue,Zuber,Services,iOS,4280
5/26/14,Revenue,Zuber,Services,Android,4290
6/2/14,Revenue,Zuber,Services,iOS,4290
6/17/14,Revenue,Zuber,Services,iOS,4290
7/4/14,Revenue,Zuber,Services,Android,4290
7/11/14,Revenue,Zuber,Services,Android,4290
9/10/14,Revenue,Zuber,Services,Android,4290
5/25/14,Revenue,Zuber,Services,Android,4300
7/2/14,Revenue,Zuber,Services,Android,4300
7/31/14,Revenue,Zuber,Services,Android,4300
8/4/14,Revenue,Zuber,Services,Android,4300
8/16/14,Revenue,Zuber,Services,Android,4300
6/6/14,Revenue,Zuber,Services,iOS,4310
6/16/14,Revenue,Zuber,Services,iOS,4310
8/14/14,Revenue,Zuber,Services,Android,4310
8/25/14,Revenue,Zuber,Services,Android,4310
5/30/14,Revenue,Zuber,Services,iOS,4320
6/5/14,Revenue,Zuber,Services,iOS,4320
6/23/14,Revenue,Zuber,Services,Android,4320
8/19/14,Revenue,Zuber,Services,Android,4320
6/1/14,Revenue,Zuber,Services,iOS,4330
6/18/14,Revenue,Zuber,Services,iOS,4330
6/18/14,Revenue,Zuber,Services,Android,4330
6/26/14,Revenue,Zuber,Services,iOS,4330
6/29/14,Revenue,Zuber,Services,iOS,4330
5/31/14,Revenue,Zuber,Services,iOS,4340
5/31/14,Revenue,Zuber,Services,Android,4340
7/14/14,Revenue,Zuber,Services,Android,4340
6/19/14,Revenue,Zuber,Services,iOS,4350
7/13/14,Revenue,Zuber,Services,Android,4350
7/16/14,Revenue,Zuber,Services,Android,4350
6/4/14,Revenue,Zuber,Services,Android,4360
6/13/14,Revenue,Zuber,Services,Android,4360
6/15/14,Revenue,Zuber,Services,Android,4360
6/16/14,Revenue,Zuber,Services,Android,4360
6/20/14,Revenue,Zuber,Services,iOS,4360
6/21/14,Revenue,Zuber,Services,iOS,4360
6/23/14,Revenue,Zuber,Services,iOS,4360
6/28/14,Revenue,Zuber,Services,iOS,4360
7/21/14,Revenue,Zuber,Services,Android,4360
6/25/14,Revenue,Zuber,Services,iOS,4370
6/27/14,Revenue,Zuber,Services,iOS,4380
6/30/14,Revenue,Zuber,Services,iOS,4380
7/1/14,Revenue,Zuber,Services,iOS,4380
8/29/14,Revenue,Zuber,Services,Android,4380
7/13/14,Revenue,Zuber,Services,iOS,4390
5/29/14,Revenue,Zuber,Services,Android,4400
6/22/14,Revenue,Zuber,Services,iOS,4400
6/24/14,Revenue,Zuber,Services,iOS,4400
7/3/14,Revenue,Zuber,Services,Android,4400
6/21/14,Revenue,Zuber,Services,Android,4410
7/18/14,Revenue,Zuber,Services,Android,4410
6/30/14,Revenue,Zuber,Services,Android,4420
7/7/14,Revenue,Zuber,Services,Android,4420
7/12/14,Revenue,Zuber,Services,iOS,4420
8/2/14,Revenue,Zuber,Services,iOS,4420
8/3/14,Revenue,Zuber,Services,iOS,4420
8/7/14,Revenue,Zuber,Services,iOS,4420
8/9/14,Revenue,Zuber,Services,iOS,4420
8/10/14,Revenue,Zuber,Services,iOS,4420
8/22/14,Revenue,Zuber,Services,Android,4420
9/8/14,Revenue,Zuber,Services,iOS,4420
9/8/14,Revenue,Zuber,Services,Android,4420
7/2/14,Revenue,Zuber,Services,iOS,4430
7/11/14,Revenue,Zuber,Services,iOS,4430
7/14/14,Revenue,Zuber,Services,iOS,4430
7/20/14,Revenue,Zuber,Services,iOS,4430
8/4/14,Revenue,Zuber,Services,iOS,4430
8/16/14,Revenue,Zuber,Services,iOS,4430
8/26/14,Revenue,Zuber,Services,iOS,4430
8/30/14,Revenue,Zuber,Services,iOS,4430
9/2/14,Revenue,Zuber,Services,Android,4430
9/7/14,Revenue,Zuber,Services,iOS,4430
7/3/14,Revenue,Zuber,Services,iOS,4440
7/15/14,Revenue,Zuber,Services,iOS,4440
8/5/14,Revenue,Zuber,Services,iOS,4440
8/8/14,Revenue,Zuber,Services,iOS,4440
8/14/14,Revenue,Zuber,Services,iOS,4440
8/24/14,Revenue,Zuber,Services,Android,4440
9/4/14,Revenue,Zuber,Services,Android,4440
9/5/14,Revenue,Zuber,Services,iOS,4440
9/9/14,Revenue,Zuber,Services,iOS,4440
7/19/14,Revenue,Zuber,Services,iOS,4450
7/21/14,Revenue,Zuber,Services,iOS,4450
8/11/14,Revenue,Zuber,Services,iOS,4450
8/13/14,Revenue,Zuber,Services,iOS,4450
8/21/14,Revenue,Zuber,Services,iOS,4450
8/23/14,Revenue,Zuber,Services,iOS,4450
8/25/14,Revenue,Zuber,Services,iOS,4450
8/27/14,Revenue,Zuber,Services,iOS,4450
6/25/14,Revenue,Zuber,Services,Android,4460
7/6/14,Revenue,Zuber,Services,iOS,4460
7/10/14,Revenue,Zuber,Services,iOS,4460
7/22/14,Revenue,Zuber,Services,iOS,4460
8/12/14,Revenue,Zuber,Services,iOS,4460
8/15/14,Revenue,Zuber,Services,iOS,4460
8/17/14,Revenue,Zuber,Services,iOS,4460
9/3/14,Revenue,Zuber,Services,Android,4460
7/4/14,Revenue,Zuber,Services,iOS,4470
7/9/14,Revenue,Zuber,Services,iOS,4470
7/9/14,Revenue,Zuber,Services,Android,4470
7/23/14,Revenue,Zuber,Services,iOS,4470
7/29/14,Revenue,Zuber,Services,iOS,4470
8/1/14,Revenue,Zuber,Services,iOS,4470
8/6/14,Revenue,Zuber,Services,iOS,4470
8/18/14,Revenue,Zuber,Services,iOS,4470
8/22/14,Revenue,Zuber,Services,iOS,4470
8/28/14,Revenue,Zuber,Services,iOS,4470
8/29/14,Revenue,Zuber,Services,iOS,4470
8/31/14,Revenue,Zuber,Services,iOS,4470
9/6/14,Revenue,Zuber,Services,iOS,4470
9/10/14,Revenue,Zuber,Services,iOS,4470
6/19/14,Revenue,Zuber,Services,Android,4480
7/8/14,Revenue,Zuber,Services,iOS,4480
7/16/14,Revenue,Zuber,Services,iOS,4480
7/27/14,Revenue,Zuber,Services,Android,4480
7/28/14,Revenue,Zuber,Services,iOS,4480
7/30/14,Revenue,Zuber,Services,iOS,4480
7/31/14,Revenue,Zuber,Services,iOS,4480
8/20/14,Revenue,Zuber,Services,iOS,4480
8/24/14,Revenue,Zuber,Services,iOS,4480
8/26/14,Revenue,Zuber,Services,Android,4480
9/2/14,Revenue,Zuber,Services,iOS,4480
9/7/14,Revenue,Zuber,Services,Android,4480
6/5/14,Revenue,Zuber,Services,Android,4490
7/5/14,Revenue,Zuber,Services,iOS,4490
7/26/14,Revenue,Zuber,Services,iOS,4490
7/26/14,Revenue,Zuber,Services,Android,4490
8/21/14,Revenue,Zuber,Services,Android,4490
9/1/14,Revenue,Zuber,Services,iOS,4490
9/4/14,Revenue,Zuber,Services,iOS,4490
7/18/14,Revenue,Zuber,Services,iOS,4500
7/24/14,Revenue,Zuber,Services,iOS,4500
7/25/14,Revenue,Zuber,Services,iOS,4500
8/12/14,Revenue,Zuber,Services,Android,4500
8/19/14,Revenue,Zuber,Services,iOS,4500
8/23/14,Revenue,Zuber,Services,Android,4500
8/27/14,Revenue,Zuber,Services,Android,4500
9/3/14,Revenue,Zuber,Services,iOS,4500
6/1/14,Revenue,Zuber,Services,Android,4510
6/27/14,Revenue,Zuber,Services,Android,4510
7/7/14,Revenue,Zuber,Services,iOS,4510
7/29/14,Revenue,Zuber,Services,Android,4510
8/30/14,Revenue,Zuber,Services,Android,4510
7/17/14,Revenue,Zuber,Services,iOS,4520
